miRTarBase ID	miRNA	Species (miRNA)	Target Gene	Target Gene (Entrez ID)	Species (Target Gene)	Experiments	Support Type	References (PMID)				
MIRT022976	hsa-miR-124-3p	Homo sapiens	CD151	977	Homo sapiens	Flow//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	23816858				
MIRT053753	hsa-miR-22-3p	Homo sapiens	CD151	977	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	24495805				
MIRT054136	hsa-miR-152-3p	Homo sapiens	CD151	977	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	25119599				
MIRT054566	hsa-miR-506-3p	Homo sapiens	CD151	977	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	23717581				
MIRT734135	hsa-miR-152-5p	Homo sapiens	CD151	977	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	28258379				
MIRT735162	hsa-miR-1207-5p	Homo sapiens	CD151	977	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	26032086				
MIRT734646	hsa-miR-381-3p	Homo sapiens	CD1C	911	Homo sapiens	Flow//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	27296666				
MIRT438478	hsa-miR-19a-3p	Homo sapiens	CD22	933	Homo sapiens	qRT-PCR//Western blot	Functional MTI	24169826				
MIRT734716	hsa-miR-892a	Homo sapiens	CD226	10666	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	27883251				
MIRT053047	hsa-miR-34a-5p	Homo sapiens	CD24	100133941	Homo sapiens	Immunoblot//Immunoprecipitaion//Luciferase reporter assay//qRT-PCR	Functional MTI	23533633				
MIRT003923	hsa-miR-513a-5p	Homo sapiens	CD274	29126	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	19155478				
MIRT053484	hsa-miR-570-3p	Homo sapiens	CD274	29126	Homo sapiens	Immunohistochemistry//Luciferase reporter assay//qRT-PCR	Functional MTI	22190470				
MIRT053484	hsa-miR-570-3p	Homo sapiens	CD274	29126	Homo sapiens	Luciferase reporter assay	Functional MTI	23430453				
MIRT438395	hsa-miR-593-3p	Homo sapiens	CD274	29126	Homo sapiens	Luciferase reporter assay//qRT-PCR	Functional MTI	24577056				
MIRT438396	hsa-miR-885-3p	Homo sapiens	CD274	29126	Homo sapiens	Luciferase reporter assay//qRT-PCR	Functional MTI	24577056				
MIRT438397	hsa-miR-380-5p	Homo sapiens	CD274	29126	Homo sapiens	Luciferase reporter assay//qRT-PCR	Functional MTI	24577056				
MIRT438398	hsa-miR-124-3p	Homo sapiens	CD274	29126	Homo sapiens	Luciferase reporter assay//qRT-PCR	Functional MTI	24577056				
MIRT438399	hsa-miR-601	Homo sapiens	CD274	29126	Homo sapiens	Luciferase reporter assay//qRT-PCR	Functional MTI	24577056				
MIRT438400	hsa-miR-708-5p	Homo sapiens	CD274	29126	Homo sapiens	Luciferase reporter assay//qRT-PCR	Functional MTI	24577056				
MIRT438401	hsa-miR-34b-5p	Homo sapiens	CD274	29126	Homo sapiens	Luciferase reporter assay//qRT-PCR	Functional MTI	24577056				
MIRT438402	hsa-miR-665	Homo sapiens	CD274	29126	Homo sapiens	Luciferase reporter assay//qRT-PCR	Functional MTI	24577056				
MIRT438403	hsa-miR-940	Homo sapiens	CD274	29126	Homo sapiens	Luciferase reporter assay//qRT-PCR	Functional MTI	24577056				
MIRT438404	hsa-miR-326	Homo sapiens	CD274	29126	Homo sapiens	Luciferase reporter assay//qRT-PCR	Functional MTI	24577056				
MIRT438405	hsa-miR-363-5p	Homo sapiens	CD274	29126	Homo sapiens	Luciferase reporter assay//qRT-PCR	Functional MTI	24577056				
MIRT438406	hsa-miR-214-3p	Homo sapiens	CD274	29126	Homo sapiens	Luciferase reporter assay//qRT-PCR	Functional MTI	24577056				
MIRT438407	hsa-miR-29c-3p	Homo sapiens	CD274	29126	Homo sapiens	Luciferase reporter assay//qRT-PCR	Functional MTI	24577056				
MIRT732233	hsa-miR-138-5p	Homo sapiens	CD274	29126	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	27248318				
MIRT732862	hsa-miR-324-5p	Homo sapiens	CD274	29126	Homo sapiens	Luciferase reporter assay	Functional MTI	27080341				
MIRT732863	hsa-miR-338-5p	Homo sapiens	CD274	29126	Homo sapiens	Luciferase reporter assay	Functional MTI	27080341				
MIRT733651	hsa-miR-34a-3p	Homo sapiens	CD274	29126	Homo sapiens	Luciferase reporter assay	Functional MTI	25499621				
MIRT733737	hsa-miR-152-5p	Homo sapiens	CD274	29126	Homo sapiens	Flow//Immunofluorescence//Luciferase reporter assay//qRT-PCR	Functional MTI	28056089				
MIRT733739	hsa-miR-200b-3p	Homo sapiens	CD274	29126	Homo sapiens	Flow//Immunofluorescence//Luciferase reporter assay//qRT-PCR	Functional MTI	28056089				
MIRT734227	hsa-miR-152-3p	Homo sapiens	CD274	29126	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	28427226				
MIRT003343	hsa-miR-29a-3p	Homo sapiens	CD276	80381	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	19584290				
MIRT438714	hsa-miR-187-3p	Homo sapiens	CD276	80381	Homo sapiens	Luciferase reporter assay//qRT-PCR	Functional MTI	23916610				
MIRT438542	hsa-miR-145-5p	Homo sapiens	CD28	940	Homo sapiens	Luciferase reporter assay	Functional MTI	24043548				
MIRT004052	hsa-miR-125a-5p	Homo sapiens	CD34	947	Homo sapiens	Luciferase reporter assay//Microarray//Western blot//Reporter assay	Western blot	Functional MTI	18308931			
MIRT021486	hsa-miR-9-5p	Homo sapiens	CD34	947	Homo sapiens	Western blot	Functional MTI	18308931				
MIRT053006	hsa-miR-140-3p	Homo sapiens	CD38	952	Homo sapiens	Luciferase reporter assay//qRT-PCR	Functional MTI	22773691				
MIRT006789	hsa-miR-503-5p	Homo sapiens	CD40	958	Homo sapiens	Luciferase reporter assay	Functional MTI	22429276				
MIRT734755	hsa-miR-145-5p	Homo sapiens	CD40	958	Homo sapiens	Luciferase reporter assay	Functional MTI	27731400				
MIRT005463	hsa-miR-146a-5p	Homo sapiens	CD40LG	959	Homo sapiens	ELISA//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	21236257				
MIRT000989	hsa-miR-328-3p	Homo sapiens	CD44	960	Homo sapiens	Luciferase reporter assay//Reporter assay	Other	Functional MTI	18560585			
MIRT000989	hsa-miR-328-3p	Homo sapiens	CD44	960	Homo sapiens	Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	24318997				
MIRT002428	hsa-miR-373-3p	Homo sapiens	CD44	960	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	18193036				
MIRT002428	hsa-miR-373-3p	Homo sapiens	CD44	960	Homo sapiens	qRT-PCR//Western blot//Luciferase reporter assay	Functional MTI	19158933				
MIRT002428	hsa-miR-373-3p	Homo sapiens	CD44	960	Homo sapiens	ChIP-seq//Flow//Immunoprecipitaion//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	27512943				
MIRT003790	hsa-miR-199a-3p	Homo sapiens	CD44	960	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	21055388				
MIRT003790	hsa-miR-199a-3p	Homo sapiens	CD44	960	Homo sapiens	Immunocytochemistry//Luciferase reporter assay//qRT-PCR	Functional MTI	27447749				
MIRT003790	hsa-miR-199a-3p	Homo sapiens	CD44	960	Homo sapiens	Immunohistochemistry//Western blot	Functional MTI	26079799				
MIRT004082	hsa-miR-520c-3p	Homo sapiens	CD44	960	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	18193036				
MIRT004082	hsa-miR-520c-3p	Homo sapiens	CD44	960	Homo sapiens	qRT-PCR//Western blot//Luciferase reporter assay	Functional MTI	19158933				
MIRT004082	hsa-miR-520c-3p	Homo sapiens	CD44	960	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	28161058				
MIRT005480	hsa-miR-34a-5p	Homo sapiens	CD44	960	Homo sapiens	Immunohistochemistry//qRT-PCR//Western blot//Reporter assay	Other	Functional MTI	21240262			
MIRT005480	hsa-miR-34a-5p	Homo sapiens	CD44	960	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	24423412				
MIRT005480	hsa-miR-34a-5p	Homo sapiens	CD44	960	Homo sapiens	qRT-PCR//Western blot	Functional MTI	25572695				
MIRT005480	hsa-miR-34a-5p	Homo sapiens	CD44	960	Homo sapiens	Flow//qRT-PCR//Western blot	Functional MTI	27497057				
MIRT005480	hsa-miR-34a-5p	Homo sapiens	CD44	960	Homo sapiens	qRT-PCR//Western blot	Functional MTI	26231042				
MIRT005480	hsa-miR-34a-5p	Homo sapiens	CD44	960	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	25551284				
MIRT005967	hsa-miR-608	Homo sapiens	CD44	960	Homo sapiens	Immunohistochemistry//Luciferase reporter assay//Western blot	Functional MTI	21149267				
MIRT005968	hsa-miR-330-3p	Homo sapiens	CD44	960	Homo sapiens	Immunohistochemistry//Luciferase reporter assay//Western blot	Functional MTI	21149267				
MIRT005969	hsa-miR-216a-5p	Homo sapiens	CD44	960	Homo sapiens	Immunohistochemistry//Luciferase reporter assay//Western blot	Functional MTI	21149267				
MIRT006474	hsa-miR-708-5p	Homo sapiens	CD44	960	Homo sapiens	Luciferase reporter assay//qRT-PCR	Functional MTI	22552290				
MIRT006786	hsa-miR-199a-5p	Homo sapiens	CD44	960	Homo sapiens	Luciferase reporter assay	Functional MTI	22498306				
MIRT053215	hsa-miR-143-3p	Homo sapiens	CD44	960	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	23128394				
MIRT053215	hsa-miR-143-3p	Homo sapiens	CD44	960	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	27121210				
MIRT053215	hsa-miR-143-3p	Homo sapiens	CD44	960	Homo sapiens	qRT-PCR//Western blot	Functional MTI	26722463				
MIRT053216	hsa-miR-145-5p	Homo sapiens	CD44	960	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	23128394				
MIRT053216	hsa-miR-145-5p	Homo sapiens	CD44	960	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	28428713				
MIRT732652	hsa-miR-520a-3p	Homo sapiens	CD44	960	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	28123641				
MIRT733342	hsa-miR-125b-5p	Homo sapiens	CD44	960	Homo sapiens	Immunohistochemistry//Western blot	Functional MTI	26686386				
MIRT733662	hsa-miR-328-5p	Homo sapiens	CD44	960	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	27923017				
MIRT006512	hsa-miR-520b	Homo sapiens	CD46	4179	Homo sapiens	ELISA//Luciferase reporter assay//qRT-PCR//Western blot//Reporter assay	Western blot	qRT-PCR	Other	Functional MTI	20574151	
MIRT006513	hsa-miR-520e	Homo sapiens	CD46	4179	Homo sapiens	ELISA//Luciferase reporter assay//qRT-PCR//Western blot//Reporter assay	Western blot	qRT-PCR	Other	Functional MTI	20574151	
MIRT735036	hsa-miR-192-5p	Homo sapiens	CD47	961	Homo sapiens	Immunofluorescence//Luciferase reporter assay//Western blot	Functional MTI	26506238				
MIRT020775	hsa-miR-155-5p	Homo sapiens	CD68	968	Homo sapiens	Western blot	Functional MTI	21030878				
MIRT728022	hsa-miR-92a-3p	Homo sapiens	CD69	969	Homo sapiens	Flow//Immunoprecipitaion//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	26937033				
MIRT021278	hsa-miR-146a-5p	Homo sapiens	CD80	941	Homo sapiens	Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	26505653				
MIRT054277	hsa-miR-362-3p	Homo sapiens	CD82	3732	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	25652145				
MIRT054634	hsa-miR-197-3p	Homo sapiens	CD82	3732	Homo sapiens	Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	24613834				
MIRT054634	hsa-miR-197-3p	Homo sapiens	CD82	3732	Homo sapiens	Immunofluorescence//Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	28252644				
MIRT007284	hsa-miR-196b-5p	Homo sapiens	CD8A	925	Homo sapiens	Luciferase reporter assay	Functional MTI	23359619				
MIRT019530	hsa-miR-326	Homo sapiens	CD9	928	Homo sapiens	Western blot	qRT-PCR	Functional MTI	19883630			
MIRT438266	hsa-miR-29a-3p	Homo sapiens	CD93	22918	Homo sapiens	Luciferase reporter assay	Functional MTI	24085298				
MIRT438620	hsa-miR-30a-5p	Homo sapiens	CD99	4267	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	22986530				
MIRT000652	hsa-miR-503-5p	Homo sapiens	CDC14A	8556	Homo sapiens	Luciferase reporter assay	Functional MTI	19956200				
MIRT000654	hsa-miR-424-5p	Homo sapiens	CDC14A	8556	Homo sapiens	Luciferase reporter assay	Functional MTI	19956200				
MIRT734254	hsa-miR-630	Homo sapiens	CDC14A	8556	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	28386351				
MIRT735424	hsa-miR-301a-3p	Homo sapiens	CDC14A	8556	Homo sapiens	qRT-PCR//Western blot	Functional MTI	27323075				
MIRT000157	hsa-miR-21-5p	Homo sapiens	CDC25A	993	Homo sapiens	Luciferase reporter assay	Functional MTI	23496142				
MIRT000157	hsa-miR-21-5p	Homo sapiens	CDC25A	993	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	25378484				
MIRT000284	hsa-miR-15a-5p	Homo sapiens	CDC25A	993	Homo sapiens	Luciferase reporter assay	Functional MTI	18949056				
MIRT000408	hsa-let-7c-5p	Homo sapiens	CDC25A	993	Homo sapiens	Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	25909324				
MIRT000648	hsa-miR-503-5p	Homo sapiens	CDC25A	993	Homo sapiens	Luciferase reporter assay	Functional MTI	19956200				
MIRT000655	hsa-miR-424-5p	Homo sapiens	CDC25A	993	Homo sapiens	Luciferase reporter assay	Functional MTI	19956200				
MIRT002296	hsa-let-7b-5p	Homo sapiens	CDC25A	993	Homo sapiens	Luciferase reporter assay//Microarray//Western blot	Functional MTI	17699775				
MIRT003186	hsa-miR-449a	Homo sapiens	CDC25A	993	Homo sapiens	Luciferase reporter assay//Microarray//qRT-PCR//Western blot//Reporter assay	Western blot	Other	Functional MTI	19833767		
MIRT003186	hsa-miR-449a	Homo sapiens	CDC25A	993	Homo sapiens	Luciferase reporter assay	Functional MTI	23590309				
MIRT016138	hsa-miR-449b-5p	Homo sapiens	CDC25A	993	Homo sapiens	Reporter assay	Western blot	Functional MTI	19833767			
MIRT053583	hsa-miR-365a-3p	Homo sapiens	CDC25A	993	Homo sapiens	Flow//In situ hybridization//Luciferase reporter assay//Microarray//qRT-PCR//Western blot	Functional MTI	24149576				
MIRT054799	hsa-miR-141-3p	Homo sapiens	CDC25A	993	Homo sapiens	Luciferase reporter assay//Immunoblot//Western blot	Functional MTI	24937190				
MIRT437792	hsa-miR-195-5p	Homo sapiens	CDC25A	993	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	23544130				
MIRT437797	hsa-miR-497-5p	Homo sapiens	CDC25A	993	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	23544130				
MIRT026017	hsa-miR-148a-3p	Homo sapiens	CDC25B	994	Homo sapiens	Reporter assay	Western blot	Other	Functional MTI	21709669		
MIRT053101	hsa-miR-141-3p	Homo sapiens	CDC25C	995	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	23596351				
MIRT438228	hsa-miR-223-3p	Homo sapiens	CDC27	996	Homo sapiens	Luciferase reporter assay	Functional MTI	24324762				
MIRT733222	hsa-miR-218-2-3p	Homo sapiens	CDC27	996	Homo sapiens	Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	27974673				
MIRT734284	hsa-miR-27a-3p	Homo sapiens	CDC27	996	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	25943633				
MIRT001229	hsa-let-7b-5p	Homo sapiens	CDC34	997	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	19126550				
MIRT001229	hsa-let-7b-5p	Homo sapiens	CDC34	997	Homo sapiens	Immunoblot//qRT-PCR//Western blot	Functional MTI	21252116				
MIRT006056	hsa-let-7a-5p	Homo sapiens	CDC34	997	Homo sapiens	Immunoblot//qRT-PCR//Western blot	Functional MTI	21252116				
MIRT733873	hsa-miR-1269b	Homo sapiens	CDC40	51362	Homo sapiens	EMSA//Flow//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	27349221				
MIRT000327	hsa-miR-133a-3p	Homo sapiens	CDC42	998	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	25152372				
MIRT000636	hsa-miR-224-5p	Homo sapiens	CDC42	998	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	20023705				
MIRT000636	hsa-miR-224-5p	Homo sapiens	CDC42	998	Homo sapiens	Microarray//qRT-PCR//Western blot	Functional MTI	22989374				
MIRT004037	hsa-miR-185-5p	Homo sapiens	CDC42	998	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	21186079				
MIRT005485	hsa-miR-137	Homo sapiens	CDC42	998	Homo sapiens	Luciferase reporter assay//Western blot//Reporter assay	Other	Functional MTI	20473940			
MIRT005485	hsa-miR-137	Homo sapiens	CDC42	998	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	21221794				
MIRT005485	hsa-miR-137	Homo sapiens	CDC42	998	Homo sapiens	Luciferase reporter assay	Functional MTI	23178712				
MIRT005485	hsa-miR-137	Homo sapiens	CDC42	998	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	24465609				
MIRT005964	hsa-miR-216a-5p	Homo sapiens	CDC42	998	Homo sapiens	Immunohistochemistry//Luciferase reporter assay//Western blot	Functional MTI	21149267				
MIRT005965	hsa-miR-330-3p	Homo sapiens	CDC42	998	Homo sapiens	Immunohistochemistry//Luciferase reporter assay//Western blot	Functional MTI	21149267				
MIRT005965	hsa-miR-330-3p	Homo sapiens	CDC42	998	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	23337504				
MIRT005966	hsa-miR-608	Homo sapiens	CDC42	998	Homo sapiens	Immunohistochemistry//Luciferase reporter assay//Western blot	Functional MTI	21149267				
MIRT006488	hsa-miR-29b-3p	Homo sapiens	CDC42	998	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	19079265				
MIRT006488	hsa-miR-29b-3p	Homo sapiens	CDC42	998	Homo sapiens	qRT-PCR//Western blot	Functional MTI	20507733				
MIRT006489	hsa-miR-29c-3p	Homo sapiens	CDC42	998	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	19079265				
MIRT006489	hsa-miR-29c-3p	Homo sapiens	CDC42	998	Homo sapiens	qRT-PCR//Western blot	Functional MTI	20507733				
MIRT006490	hsa-miR-29a-3p	Homo sapiens	CDC42	998	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	19079265				
MIRT006490	hsa-miR-29a-3p	Homo sapiens	CDC42	998	Homo sapiens	qRT-PCR//Western blot	Functional MTI	20507733				
MIRT006490	hsa-miR-29a-3p	Homo sapiens	CDC42	998	Homo sapiens	Luciferase reporter assay	Functional MTI	24085298				
MIRT006995	hsa-miR-195-5p	Homo sapiens	CDC42	998	Homo sapiens	Luciferase reporter assay	Functional MTI	22802111				
MIRT006995	hsa-miR-195-5p	Homo sapiens	CDC42	998	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	24025765				
MIRT053177	hsa-miR-133b	Homo sapiens	CDC42	998	Homo sapiens	Immunoblot//Luciferase reporter assay//Microarray	Functional MTI	22179829				
MIRT053177	hsa-miR-133b	Homo sapiens	CDC42	998	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	25152372				
MIRT054636	hsa-miR-204-5p	Homo sapiens	CDC42	998	Homo sapiens	ChIP-seq//Immunofluorescence//Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	24613926				
MIRT734260	hsa-miR-107	Homo sapiens	CDC42	998	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	28393193				
MIRT734762	hsa-miR-30c-5p	Homo sapiens	CDC42	998	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	25781190				
MIRT001022	hsa-miR-26a-5p	Homo sapiens	CDC6	990	Homo sapiens	Luciferase reporter assay	Functional MTI	27158389				
MIRT006600	hsa-miR-886-3p	Homo sapiens	CDC6	990	Homo sapiens	Luciferase reporter assay//Microarray//qRT-PCR//Western blot	Functional MTI	21998631				
MIRT438186	hsa-miR-675-5p	Homo sapiens	CDC6	990	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	24532688				
MIRT004845	hsa-miR-192-5p	Homo sapiens	CDC7	8317	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot//Reporter assay	Western blot	Microarray	Other	Functional MTI	19074876	
MIRT438098	hsa-miR-29a-3p	Homo sapiens	CDC7	8317	Homo sapiens	Luciferase reporter assay	Functional MTI	23877787				
MIRT000029	hsa-miR-9-5p	Homo sapiens	CDH1	999	Homo sapiens	Western blot	Functional MTI	19572217				
MIRT000029	hsa-miR-9-5p	Homo sapiens	CDH1	999	Homo sapiens	Reporter assay	Western blot	Functional MTI	20173740			
MIRT000029	hsa-miR-9-5p	Homo sapiens	CDH1	999	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	27447934				
MIRT000029	hsa-miR-9-5p	Homo sapiens	CDH1	999	Homo sapiens	Luciferase reporter assay//qRT-PCR	Functional MTI	26206264				
MIRT000029	hsa-miR-9-5p	Homo sapiens	CDH1	999	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	28107581				
MIRT006029	hsa-miR-92a-3p	Homo sapiens	CDH1	999	Homo sapiens	Luciferase reporter assay//Northern blot//qRT-PCR	Functional MTI	21148309				
MIRT006230	hsa-miR-25-3p	Homo sapiens	CDH1	999	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	22450326				
MIRT021686	hsa-miR-138-5p	Homo sapiens	CDH1	999	Homo sapiens	Western blot	Functional MTI	21770894				
MIRT053083	hsa-miR-23a-3p	Homo sapiens	CDH1	999	Homo sapiens	qRT-PCR//Western blot	Functional MTI	22752005				
MIRT053131	hsa-miR-30a-5p	Homo sapiens	CDH1	999	Homo sapiens	In situ hybridization//qRT-PCR//Western blot	Functional MTI	24812123				
