source,target
NPM1P23,chr3_24096512_24097360
NPM1P17,chr3_137723774_137724543
NPM1P28,chr3_147590996_147591835
NPM1P29,chr3_149938997_149939799
NPM1P41,chr4_82010665_82013095
NPM1P27,chr5_93682838_93683667
NPM1,chr5_171387116_171411810
NPM1P38,chr6_100050372_100051236
NPM1P37,chr6_69705287_69706160
NPM1P10,chr6_104025540_104026763
NPM1P36,chr6_55939790_55940624
NPM1P51,chr6_41666906_41667649
NPM1P11,chr7_11257681_11258535
NPM1P18,chr7_36818959_36819690
NPM1P12,chr7_149334024_149334857
NPM1P14,chr7_112520488_112521670
NPM1P13,chr7_18948898_18949762
NPM1P9,chrX_14834476_14835319
NPM1P34,chrX_124280530_124281422
NPM1P49,chrX_47438736_47439774
NPM1P8,chrX_32205902_32206738
NPM1P6,chr8_61202350_61203220
NPM1P52,chr8_103016744_103017589
NPM1P21,chr8_56101199_56102267
NPM1P35,chr11_62330946_62331813
NPM1P50,chr11_75079265_75080131
NPM1P24,chr10_72917641_72918534
NPM1P26,chr10_96560185_96560922
NPM1P31,chr10_124867510_124868326
NPM1P25,chr10_96189366_96190219
NPM1P30,chr10_21110682_21113388
NPM1P7,chr12_9695384_9696227
NPM1P4,chr13_27696393_27697204
NPM1P22,chr13_67831876_67832827
NPM1P20,chr14_101843394_101844122
NPM1P43,chr15_73161779_73162928
NPM1P47,chr15_62082450_62083305
NPM1P5,chr15_92285841_92286678
NPM1P42,chr15_72899399_72900260
NPM1P3,chr16_5365797_5366688
NPM1P45,chr17_9852748_9853306
NPM1P1,chr18_41789162_41789395
NPM1P2,chr18_26204869_26205904
NPM1P19,chr20_38977711_38978422
NR0B1,chrX_30304206_30309390
NR0B2,chr1_26911489_26913975
NR1D1,chr17_40092793_40100589
NR1H2,chr19_50329653_50383388
NR1H3,chr11_47248300_47269033
NR1H4,chr12_100473708_100564414
NR1I2,chr3_119780484_119818487
NR1I3,chr1_161229666_161238244
NR2C2,chr3_14947584_15053600
NR2C2AP,chr19_19201409_19203414
NR2E3,chr15_71792638_71818259
NR2F1,chr5_93583222_93594611
NR2F1-AS1,chr5_93360779_93585649
NR2F2-AS1,chr15_96110040_96327361
NR2F2,chr15_96325938_96340263
NR2F6,chr19_17231883_17245919
NR3C1,chr5_143277931_143435512
NR3C2,chr4_148078762_148444698
NR4A1,chr12_52022832_52059507
NR4A1AS,chr12_52058459_52059503
NR4A2,chr2_156324437_156342348
NR4A3,chr9_99821855_99866891
NR5A1,chr9_124481236_124507420
NR5A2,chr1_200027614_200177420
NRF1,chr7_129611720_129757082
LONRF1,chr8_12721906_12756073
ZNRF1,chr16_74999024_75110994
CNRIP1,chr2_68284171_68320051
NRIP1,chr21_14961235_15065936
NRL,chr14_24078662_24115010
NUPR1,chr16_28532708_28539008
OLIG2,chr21_33025935_33029196
ONECUT1,chr15_52755053_52791078
ONECUT2,chr18_57435374_57491298
OTX1,chr2_63050057_63057836
OTX2P2,chr2_146477427_146478113
OTX2P1,chr9_75724222_75724575
OTX2,chr14_56799905_56816693
OTX2-AS1,chr14_56813183_57152177
PA2G4P4,chr3_156809551_156810732
PA2G4P5,chr6_112616703_112617880
PA2G4P1,chrX_120868611_120869807
PA2G4P6,chr9_89449558_89450754
PA2G4,chr12_56104537_56113910
PA2G4P3,chr18_27452514_27453657
PA2G4P2,chr20_12380056_12381255
PAWRP1,chr10_95183653_95184217
PAWR,chr12_79574979_79690964
PAX1,chr20_21705659_21718481
PAX2,chr10_100735396_100829944
PAX3,chr2_222199887_222298998
PAX4,chr7_127610292_127618142
PAX5,chr9_36833269_37034268
PAX6,chr11_31784779_31817961
PAX8-AS1,chr2_113211421_113276581
PAX8,chr2_113215997_113278921
PBX1-AS1,chr1_164769116_164774641
PBX1,chr1_164555584_164899296
PBX2P1,chr3_143176327_143177617
PBX2,chr6_32184733_32190202
PCBD1,chr10_70882280_70888565
PCGF2,chr17_38733898_38749817
PDCD11,chr10_103396626_103446294
PDX1,chr13_27920000_27926313
GPER1,chr7_1082208_1093815
CATSPER1,chr11_66016752_66026479
PER1,chr17_8140472_8156506
PER2,chr2_238244044_238290102
CATSPER2P1,chr15_43726918_43747094
CATSPER2,chr15_43628503_43668118
PGRMC2,chr4_128269237_128288829
PGRMC1,chrX_119236245_119244466
RPGR,chrX_38269163_38327544
PGR,chr11_101029624_101129813
PGR-AS1,chr11_101129077_101209591
RPGRIP1,chr14_21280083_21351301
RPGRIP1L,chr16_53598153_53703938
EPHB2,chr1_22710839_22921500
PHB2P1,chr10_109528119_109529008
PHB2,chr12_6965327_6970780
PHF10,chr6_169703902_169725566
PHF10P1,chrX_155292169_155293432
PHF8,chrX_53936676_54048958
PHOX2A,chr11_72239077_72245664
PHOX2B,chr4_41744082_41748725
PHOX2B-AS1,chr4_41748293_41824119
PIAS1,chr15_68054309_68198603
PIAS2,chr18_46803218_46920160
PIAS3,chr1_145848522_145859836
PIAS4,chr19_4007736_4039386
PIR,chrX_15384799_15493564
SPIRE2,chr16_89818179_89871319
PIRT,chr17_10822470_10838087
SPIRE1,chr18_12446512_12658134
PITX1,chr5_135027734_135034813
PITX2,chr4_110617423_110642123
PITX3,chr10_102230186_102241512
PKNOX1,chr21_42974510_43033931
PLAG1,chr8_56160909_56211324
PLAGL1,chr6_143940300_144064599
PLAGL2,chr20_32192504_32207743
PML,chr15_73994673_74047827
POLR1A,chr2_86020216_86106155
POU1F1,chr3_87259404_87276584
POU2AF1,chr11_111352255_111455630
POU2F1,chr1_167220876_167427345
POU2F1-DT,chr1_167219831_167220512
POU2F2,chr19_42086110_42196585
POU2F3,chr11_120236640_120319945
POU3F1,chr1_38043829_38046793
POU3F2,chr6_98834574_98839458
POU3F4,chrX_83508290_83512127
POU4F1,chr13_78598362_78603552
POU4F2,chr4_146638893_146642474
POU5F1P4,chr1_155433178_155434262
POU5F1P6,chr3_128674735_128677005
POU5F1P7,chr3_98119191_98119731
POU5F1,chr6_31164337_31180731
POU5F1B,chr8_127322183_127420066
POU5F1P2,chr8_102621509_102622331
POU5F1P5,chr10_68010205_68010862
POU5F1P3,chr12_8133772_8134849
PRDM16,chr1_3069168_3438621
PRDM16-DT,chr1_3059615_3068437
PRDM1,chr6_105993463_106109939
PRDM13,chr6_99606774_99615578
PRDM14,chr8_70051651_70071693
PRDM12,chr9_130664594_130682986
PRDM10,chr11_129899706_130002835
PRDM11,chr11_45095806_45235110
PRDM15,chr21_41798225_41879482
PRDM2,chr1_13700198_13825079
PREB,chr2_27130756_27134666
VPREB3,chr22_23752743_23754425
VPREB1,chr22_22244780_22245515
PROX1-AS1,chr1_213817751_213988508
PROX1,chr1_213983181_214041510
PTF1A,chr10_23192312_23194245
PTMA,chr2_231706895_231713551
PTMAP8,chr3_117026698_117027039
PTMAP2,chr5_118973796_118974122
PTMAP1,chr6_30633632_30633956
PTMAP10,chr7_138404195_138404523
PTMAP15,chr8_103559099_103559389
PTMAP11,chr9_96910076_96910405
PTMAP12,chr9_94347234_94347563
PTMAP9,chr12_12111163_12111489
PTMAP4,chr12_9239986_9240331
PTMAP5,chr13_81689911_81691072
PTMAP6,chr20_56700837_56701514
PTMAP3,chr20_18011955_18012284
PTTG1,chr5_160421855_160428739
PTTG1IP2,chr7_90469639_90513397
PTTG1IP,chr21_44849585_44873903
PURA,chr5_140107777_140125619
RAD51AP2,chr2_17510584_17518439
RAD51AP1P1,chr3_136899076_136900076
RAD51AP1,chr12_4538798_4560047
RAD51B,chr14_67819779_68730218
RAD51,chr15_40694774_40732340
RAD51-AS1,chr15_40686183_40695107
RAD51C,chr17_58692573_58735611
RAD51D,chr17_35092221_35121522
CRB1,chr1_197268204_197478455
GRB14,chr2_164492417_164621482
GABRB1,chr4_46993723_47426447
HLA-DRB1,chr6_32578769_32589848
GRB10,chr7_50590063_50793462
ZCRB1P1,chrX_71314912_71315879
RB1CC1,chr8_52622458_52745843
ADGRB1,chr8_142449430_142545009
ADRB1,chr10_114043866_114046904
PRB1,chr12_11351823_11395566
KLRB1,chr12_9594551_9607916
ZCRB1,chr12_42312086_42326257
RB1-DT,chr13_48296162_48303661
RB1,chr13_48303744_48599436
BDKRB1,chr14_96256210_96268967
TERB1,chr16_66754640_66801620
CTRB1,chr16_75218988_75226338
BMERB1,chr16_15434475_15625028
MSRB1,chr16_1938229_1943293
DYNLRB1,chr20_34516414_34540958
LILRB1-AS1,chr19_54635722_54638892
MSRB1P1,chr19_39254916_39255269
IL12RB1,chr19_18058995_18098944
LILRB1,chr19_54617158_54638022
URB1,chr21_32311018_32393012
URB1-AS1,chr21_32393130_32393960
RBBP7,chrX_16839283_16870362
RBL1,chr20_36996349_37095997
RBL2,chr16_53433977_53491648
RBMX2P3,chr1_119084998_119085954
RBMXL1,chr1_88979456_88992960
RBMXP4,chr4_109346326_109347459
RBMX2P5,chr5_80331573_80332541
RBMXP1,chr6_48213604_48214794
RBMX2P4,chr7_12922545_12922920
RBMXP5,chrX_65956289_65957196
RBMX2P2,chrX_141261119_141264213
RBMXL3,chrX_115189410_115192868
RBMX,chrX_136848004_136880764
RBMX2,chrX_130401987_130413656
RBMXP2,chr9_30689105_30690272
RBMXL2,chr11_7088998_7091148
RBMXP3,chr11_82805354_82806509
RBMX2P1,chr21_14829154_14829989
RBPJ,chr4_26163455_26435131
RBPJP6,chr9_42497704_42499134
RBPJP7,chr9_62601226_62602672
RBPJP2,chr9_66635754_66637197
RBPJP5,chr9_39739747_39741193
RBPJL,chr20_45306840_45317824
KIRREL1,chr1_157993273_158100262
KIRREL1-IT1,chr1_158025550_158031166
PRELP,chr1_203475806_203491352
REL,chr2_60881521_60931612
CRELD1,chr3_9933793_9945413
RELN,chr7_103471381_103989658
RELA,chr11_65653597_65663090
RELA-DT,chr11_65663006_65671716
RELT,chr11_73376399_73397474
KIRREL3,chr11_126423358_127003460
KIRREL3-AS1,chr11_126543947_126610948
KIRREL3-AS2,chr11_126940746_126945090
KIRREL3-AS3,chr11_127002910_127006058
RELCH,chr18_62187255_62310249
RELB,chr19_45001449_45038198
KIRREL2,chr19_35855861_35867136
CRELD2,chr22_49918167_49927540
IL17REL,chr22_49994513_50012659
REST,chr4_56907876_56966808
RFX1,chr19_13961530_14007039
RFX2,chr19_5993164_6199572
RFX3-AS1,chr9_3526723_3691814
RFX3,chr9_3218297_3526004
RFX5-AS1,chr1_151346967_151348027
RFX5,chr1_151340640_151347326
RFXANK,chr19_19192229_19201869
RFXAP,chr13_36819222_36829104
RORA-AS2,chr15_60681564_60687248
RORA-AS1,chr15_60479152_60630637
RORA,chr15_60488284_61229302
RORC,chr1_151806071_151831845
RREB1,chr6_7107597_7251980
RUNX1T1,chr8_91954967_92103286
RUNX1,chr21_34787801_36004667
RUNX2,chr6_45328157_45664349
RUNX2-AS1,chr6_45573346_45576770
RUNX3-AS1,chr1_24961345_24963097
RUNX3,chr1_24899511_24965121
RUVBL1-AS1,chr3_128075810_128079056
RUVBL1,chr3_128064778_128153914
RXRA,chr9_134317098_134440585
SALL3,chr18_78979818_79002677
SALL4P5,chr3_22989823_22991582
SALL4P6,chr3_42321005_42322695
SALL4P1,chr5_57422464_57424391
SALL4P2,chrX_129871309_129877567
SALL4P7,chr14_60493766_60496885
SALL4,chr20_51782331_51802521
SATB1,chr3_18345377_18445588
SATB1-AS1,chr3_18445024_18923280
SATB2-AS1,chr2_199457700_199476935
SATB2,chr2_199269500_199471266
SCAND1,chr20_35953617_35959472
SCD5,chr4_82629539_82798796
SEC14L2,chr22_30396941_30425303
SERTAD1,chr19_40421589_40425992
SETBP1-DT,chr18_44676927_44679717
SETBP1,chr18_44680173_45068510
TNFRSF18,chr1_1203508_1206592
TNFRSF14-AS1,chr1_2549920_2557031
SRSF10,chr1_23964347_23980927
TNFRSF1B,chr1_12166991_12209228
CSF1,chr1_109910242_109930992
SRSF11,chr1_70205682_70253052
USF1,chr1_161039251_161045977
TNFRSF14,chr1_2555639_2565382
TNFSF18,chr1_173039202_173050941
WASF1P1,chr2_108276812_108277942
RASSF1-AS1,chr3_50337511_50338300
IGSF11,chr3_118900557_119146068
IGSF11-AS1,chr3_118943073_118948241
TM4SF18,chr3_149318498_149334414
TM4SF1,chr3_149369022_149377692
TNFSF10,chr3_172505508_172523475
TM4SF19-AS1,chr3_196318330_196325570
TM4SF1-AS1,chr3_149377778_149386583
TM4SF19-DYNLT2B,chr3_196316082_196338373
TM4SF19,chr3_196319342_196338503
RASSF1,chr3_50329782_50340980
IGSF10,chr3_151425384_151461061
GRSF1,chr4_70815783_70839897
CSF1R,chr5_150053291_150113372
WASF1,chr6_110099819_110180004
SRSF12,chr6_89095959_89118071
HTATSF1P2,chr6_3023142_3023772
ASF1A,chr6_118894152_118909171
HTATSF1P1,chr6_33237799_33239690
CPSF1P2,chrX_49911620_49912362
HTATSF1,chrX_136497079_136512346
IGSF1,chrX_131273506_131578899
TNFRSF10A,chr8_23190452_23225102
TNFRSF10B,chr8_23020133_23069031
TNFRSF10D,chr8_23135588_23164027
TNFRSF11B,chr8_118923557_118951885
TNFRSF10A-AS1,chr8_23189279_23190675
TNFRSF10C,chr8_23102921_23117445
CPSF1,chr8_144393229_144409335
TNFSF15,chr9_114784652_114806039
RSF1-IT2,chr11_77717712_77718411
RSF1-IT1,chr11_77738680_77739568
SF1-DT,chr11_64778954_64779405
RASSF10-DT,chr11_13001090_13009159
RASSF10,chr11_13009316_13012119
SF1,chr11_64764606_64778786
RSF1,chr11_77660009_77820869
RESF1,chr12_31959370_31993107
GTSF1,chr12_54455950_54473602
TNFRSF1A,chr12_6328757_6342114
SRSF1P1,chr13_69408216_69408735
TNFSF11,chr13_42562736_42608013
TNFRSF19,chr13_23570370_23676104
TNFSF13B,chr13_108251240_108308484
TM9SF1,chr14_24189149_24195687
TM6SF1,chr15_83107572_83144854
TNFRSF17,chr16_11965210_11968068
TNFRSF12A,chr16_3018445_3022383
RUSF1,chr16_31489471_31509309
TNFSF12,chr17_7549058_7557890
TNFSF12-TNFSF13,chr17_7549099_7561601
TNFRSF13B,chr17_16929816_16972118
SRSF1,chr17_58000919_58007346
TNFSF13,chr17_7558292_7561608
TNFRSF11A,chr18_62325287_62391288
ENOSF1,chr18_670318_712662
SRSF10P1,chr18_51158282_51159383
GTSF1L,chr20_43726164_43727002
ESF1,chr20_13714322_13784919
TNFSF14,chr19_6661253_6670588
ASF1B,chr19_14119512_14136613
CPSF1P1,chr22_32269381_32273110
TNFRSF13C,chr22_41922032_41926806
USF1P1,chr21_33334571_33335096
SFPQ,chr1_35176378_35193145
SFPQP1,chrY_13083790_13095805
SHOX2,chr3_158095905_158106420
SHOX,chrX_624344_659411
SIM2,chr21_36699115_36749917
SIN3A,chr15_75369379_75455842
SIRT1,chr10_67884656_67918390
SIRT2,chr19_38878555_38899862
SIRT3,chr11_215030_236931
SIX1,chr14_60643421_60658259
SKI,chr1_2228319_2310213
SKINT1L,chr1_48096092_48182428
SKIL,chr3_170357678_170396835
SKIV2L,chr6_31959117_31969751
SKIDA1,chr10_21513475_21526368
GSKIP,chr14_96363452_96387288
CASKIN1,chr16_2177180_2196605
CASKIN2,chr17_75500261_75515537
SLA2,chr20_36612318_36646196
SLC2A4RG,chr20_63739776_63744050
SMAD1,chr4_145481194_145559176
SMAD1-AS2,chr4_145497073_145502971
SMAD1-AS1,chr4_145514615_145517118
SMAD2,chr18_47808957_47931146
SMAD3,chr15_67063763_67195173
SMAD4,chr18_51028394_51085045
SMAD7,chr18_48919853_48950965
SMG6,chr17_2059839_2303785
SMG6-IT1,chr17_2235713_2236086
SMURF2P1,chr17_30600796_30615980
SMURF2,chr17_64542282_64662307
SNAI1P1,chr2_209808804_209809580
SNAI1,chr20_49982980_49988886
SNAI2,chr8_48917598_48921740
SND1-IT1,chr7_127997597_128000077
SND1,chr7_127652194_128092609
TYSND1,chr10_70137981_70146700
SNIP1,chr1_37534449_37554293
SNW1,chr14_77717599_77761207
SOX10,chr22_37970686_37987422
SOX11,chr2_5692384_5701385
SOX17,chr8_54457935_54460892
SOX2,chr3_181711925_181714436
SOX2-OT,chr3_180989762_181836880
QSOX2,chr9_136206333_136245812
SOX21,chr13_94709622_94712545
SOX21-AS1,chr13_94703454_94803430
SOX4,chr6_21593751_21598619
SOX5P1,chr8_87788562_87789688
SOX5-AS1,chr12_24223233_24260056
SOX5,chr12_23529504_24562544
SOX6,chr11_15966449_16739591
SOX9,chr17_72121020_72126416
SOX9-AS1,chr17_72067099_72237203
USP1,chr1_62436297_62451804
OOSP1P1,chr1_44155028_44155301
FDPSP1,chr1_187563061_187564131
DUSP10,chr1_221701424_221742089
DISP1,chr1_222815022_223005995
RNA5SP19,chr1_228555793_228555901
RNA5SP162,chr1_228558296_228558339
DUSP12,chr1_161749758_161757238
RNA5SP18,chr1_228647912_228648032
LSP1P4,chr2_91617160_91659972
COPRSP1,chr2_140683360_140683888
DUSP19,chr2_183078559_183100008
SP100,chr2_230415942_230545606
RNA5SP100,chr2_91674857_91674966
RNA5SP101,chr2_96956708_96956815
RNA5SP102,chr2_124932915_124933020
RNA5SP103,chr2_128445081_128445198
RNA5SP104,chr2_134231195_134231312
RNA5SP106,chr2_147713455_147713554
RNA5SP107,chr2_154590407_154590528
RNA5SP108,chr2_161409554_161409670
RNA5SP105,chr2_137512098_137512210
RNA5SP113,chr2_182048822_182048905
RNA5SP114,chr2_188276732_188276844
RNA5SP117,chr2_208920547_208920664
RNA5SP118,chr2_209721913_209722021
RNA5SP120,chr2_216793489_216793600
RNA5SP116,chr2_208054161_208054258
RNA5SP119,chr2_211535653_211535769
RNA5SP122,chr2_241584968_241585075
RESP18,chr2_219327407_219333177
RNA5SP111,chr2_164895677_164895777
RNA5SP121,chr2_227763052_227763152
SP140,chr2_230203110_230313215
CSP1,chr2_63717122_63717899
DUSP11,chr2_73762184_73780157
CLASP1-AS1,chr2_121530422_121532705
USP12P2,chr2_148295656_148296679
CLASP1,chr2_121337776_121649476
RNA5SP112,chr2_177138699_177138797
CTDSP1,chr2_218398256_218405941
SP140L,chr2_230327184_230403732
SP110,chr2_230165186_230225729
RNA5SP109,chr2_162496936_162497051
RNA5SP110,chr2_164858432_164858546
RNA5SP115,chr2_200849038_200849144
CASP10,chr2_201182898_201229406
LSP1P5,chr2_89542842_89585652
CYCSP12,chr3_11878830_11879129
DUSP12P1,chr3_100221268_100223858
LSP1P2,chr3_75395188_75395320
RNA5SP125,chr3_25025007_25025126
RNA5SP124,chr3_14394648_14394757
RNA5SP126,chr3_25352284_25352392
RNA5SP127,chr3_31228715_31228847
RNA5SP128,chr3_33491983_33492098
RNA5SP129,chr3_37341649_37341766
RNA5SP132,chr3_51694465_51694582
RNA5SP135,chr3_68882967_68883091
RNA5SP134,chr3_63545440_63545535
RNA5SP131,chr3_50419781_50419899
RNA5SP137,chr3_125058304_125058438
RNA5SP139,chr3_127963608_127963724
RNA5SP142,chr3_137518134_137518255
RNA5SP144,chr3_144186905_144187020
RNA5SP151,chr3_183258300_183258416
RNA5SP147,chr3_176763233_176763341
RNA5SP150,chr3_181822872_181822990
RNA5SP146,chr3_157173918_157174040
RNA5SP148,chr3_178429197_178429290
RNA5SP141,chr3_134783436_134783555
CYCSP10,chr3_10000647_10000940
CYCSP11,chr3_10057973_10058287
RNA5SP133,chr3_56185104_56185222
RNA5SP130,chr3_49467115_49467228
RNA5SP123,chr3_12511095_12511213
RNA5SP138,chr3_126564565_126564678
USP19,chr3_49108046_49120938
RNA5SP136,chr3_72691705_72691811
MASP1,chr3_187217282_187291980
RNA5SP140,chr3_133710076_133710167
RNA5SP149,chr3_180161886_180161977
USP13,chr3_179653032_179804366
GORASP1,chr3_39096599_39107863
RNA5SP143,chr3_142591677_142591791
RNA5SP145,chr3_151188099_151188223
ZBTB8OSP1,chr4_150720981_150721478
RNA5SP152,chr4_8393015_8393124
RNA5SP155,chr4_10115756_10115884
RNA5SP154,chr4_9792751_9792861
RNA5SP156,chr4_11414051_11414160
RNA5SP157,chr4_19181814_19181856
RNA5SP158,chr4_38758791_38758892
RNA5SP160,chr4_40990154_40990273
RNA5SP159,chr4_39936753_39936855
RNA5SP163,chr4_71759518_71759616
RNA5SP164,chr4_93820171_93820280
RNA5SP166,chr4_148557947_148558048
RNA5SP167,chr4_149907560_149907675
RNA5SP165,chr4_147745303_147745417
RNA5SP168,chr4_150970671_150970782
RNA5SP169,chr4_151971497_151971613
RNA5SP170,chr4_166053187_166053287
RNA5SP172,chr4_177457111_177457228
RNA5SP171,chr4_166918364_166918478
RNA5SP173,chr4_178406695_178406830
RNA5SP175,chr4_190017696_190017814
RNA5SP174,chr4_190015138_190015255
USP17L10,chr4_9210657_9212249
USP17L11,chr4_9215405_9216997
USP17L12,chr4_9220152_9221744
USP17L13,chr4_9224896_9226488
USP17L17,chr4_9243879_9245471
USP17L18,chr4_9248630_9250222
USP17L23,chr4_9272364_9272914
USP17L5,chr4_9339403_9340995
USP17L27,chr4_9344148_9345740
USP17L28,chr4_9348893_9350485
USP17L29,chr4_9353638_9355230
USP17L30,chr4_9363129_9364721
RNA5SP153,chr4_9411178_9411253
USP17L20,chr4_9258124_9259716
USP17L21,chr4_9262872_9264464
USP17L22,chr4_9267619_9269211
USP17L24,chr4_9325165_9326757
USP17L25,chr4_9329911_9331503
USP17L26,chr4_9334658_9336250
USP17L14P,chr4_9229641_9231233
USP17L16P,chr4_9239130_9240722
USP17L19,chr4_9253378_9254970
USP17L9P,chr4_9358383_9359975
USP17L6P,chr4_9367874_9369070
USP17L15,chr4_9234385_9236046
GMPSP1,chr4_8174421_8174999
RNA5SP161,chr4_56097390_56097504
LSP1P3,chr5_28926816_28927023
BASP1,chr5_17065598_17276843
BASP1-AS1,chr5_17089296_17217047
AACSP1,chr5_178764861_178818435
DUSP1,chr5_172768096_172771195
RNA5SP177,chr5_9760907_9761013
RNA5SP176,chr5_7047227_7047336
RNA5SP179,chr5_16853994_16854114
RNA5SP178,chr5_16033229_16033356
RNA5SP180,chr5_17156971_17157071
RNA5SP185,chr5_56260333_56260446
RNA5SP182,chr5_51886688_51886769
RNA5SP183,chr5_55777469_55777587
RNA5SP184,chr5_56146739_56146846
RNA5SP186,chr5_76091708_76091801
RNA5SP187,chr5_88274258_88274376
RNA5SP188,chr5_102131007_102131135
RNA5SP189,chr5_105922994_105923108
RNA5SP191,chr5_130114409_130114510
RNA5SP193,chr5_136969200_136969306
RNA5SP192,chr5_132848577_132848696
RNA5SP197,chr5_151477459_151477577
RNA5SP194,chr5_139012329_139012441
RNA5SP195,chr5_139299852_139299968
USP12P1,chr5_171251866_171252982
RNA5SP198,chr5_151875566_151875692
RNA5SP196,chr5_146586099_146586200
RNA5SP181,chr5_36485343_36485440
RNA5SP199,chr5_155845437_155845528
RNA5SP190,chr5_119445716_119445833
KRASP1,chr6_54770583_54771134
CRISP1,chr6_49834257_49877096
CYCSP17,chr6_95504182_95504496
TYMSP1,chr6_96653274_96654142
CYCSP19,chr7_121398452_121398767
UFSP1,chr7_100888721_100889715
SBDSP1,chr7_72829425_72836701
USP12PX,chrX_90112650_90113706
USP11,chrX_47232866_47248328
IDSP1,chrX_149525001_149526043
SMSP1,chrX_47718002_47719099
GPRASP1,chrX_102651092_102659083
USP17L1,chr8_7332387_7333979
USP17L3,chr8_7976393_7977985
USP17L8,chr8_7971661_7973253
USP17L4,chr8_7337115_7338707
ASNSP1,chr8_46579213_46638886
USP17L7,chr8_12132417_12134099
USP17L2,chr8_12136435_12138849
PAICSP1,chr9_37878116_37879493
OOSP1,chr11_59938432_59957480
LSP1,chr11_1850904_1892267
CASP12,chr11_104885718_104898670
CASP1,chr11_105025443_105035250
CASP1P2,chr11_105063345_105071541
CASP1P1,chr11_105122661_105123339
RBISP1,chr10_13308145_13308447
DUSP13,chr10_75094432_75109221
USP15,chr12_62260338_62417431
SP1,chr12_53380176_53416446
DUSP16,chr12_12473282_12562863
USP12-AS2,chr13_27172259_27182998
LSP1P1,chr13_25017404_25017536
USP12-AS1,chr13_27162855_27169135
USP12,chr13_27066156_27171811
BASP1P1,chr13_22897341_22898005
CYCSP1,chr14_76633714_76634028
SPESP1,chr15_68818221_68946811
MESP1,chr15_89748661_89751310
CASP16P,chr16_3144015_3149963
USP10,chr16_84699986_84779922
DUSP14,chr17_37489891_37513501
NPEPPSP1,chr17_38195703_38257192
LASP1,chr17_38869859_38921770
UBE2SP1,chr17_15704232_15704900
OOSP1P2,chr17_32343528_32344124
USP14,chr18_158383_214629
BFSP1,chr20_17493905_17569220
TASP1,chr20_13389392_13638932
DUSP15,chr20_31847637_31870664
CASP14,chr19_15049480_15058293
USP12PY,chrY_3682805_3683868
STSP1,chrY_15547216_15593331
DUSP18,chr22_30652051_30667887
USP18,chr22_18150170_18177397
USP16,chr21_29024629_29054488
USP24,chr1_55066359_55215364
RNA5SP23,chr1_78375164_78375268
RNA5SP20,chr1_77614869_77614952
RNA5SP21,chr1_77779904_77779999
RNA5SP22,chr1_78094807_78094915
DUSP23,chr1_159780932_159782543
USP21,chr1_161159450_161165723
MASP2,chr1_11026523_11047239
USP21P2,chr2_76260755_76261661
DUSP2,chr2_96143169_96145440
USP21P1,chr2_224169664_224171537
GORASP2,chr2_170928464_170967130
ZBTB8OSP2,chr2_231433923_231434426
DUSP28,chr2_240560054_240565256
CSP2,chr3_107327830_107329197
BFSP2,chr3_133400056_133475222
BFSP2-AS1,chr3_133429269_133455776
CLASP2,chr3_33496245_33718356
UFSP2,chr4_185399537_185425979
RNA5SP200,chr5_173292517_173292619
RBISP2,chr5_37130430_37130700
CRISP2,chr6_49692358_49713590
RNA5SP202,chr6_4427963_4428081
RNA5SP204,chr6_17721786_17721903
RNA5SP205,chr6_19438283_19438418
RNA5SP207,chr6_41239520_41239626
RNA5SP208,chr6_67467231_67467308
RNA5SP209,chr6_75865239_75865335
RNA5SP210,chr6_81622200_81622319
RNA5SP212,chr6_108252401_108252507
RNA5SP215,chr6_120686621_120686742
RNA5SP216,chr6_125979812_125979934
RNA5SP218,chr6_134257035_134257143
RNA5SP225,chr6_153420438_153420572
RNA5SP224,chr6_153159220_153159345
RNA5SP222,chr6_146340420_146340524
RNA5SP221,chr6_143449809_143449911
RNA5SP201,chr6_3088686_3088809
RNA5SP203,chr6_10752791_10752926
RNA5SP211,chr6_106449381_106449497
RNA5SP213,chr6_114220681_114220786
RNA5SP219,chr6_136630243_136630355
RNA5SP226,chr6_165409562_165409676
RNA5SP206,chr6_32078508_32078628
RNA5SP214,chr6_117060682_117060799
RNA5SP220,chr6_140158591_140158694
RNA5SP217,chr6_127317883_127317973
RNA5SP223,chr6_152410275_152410394
DUSP22,chr6_291630_351355
RNA5SP228,chr7_24132705_24132837
RNA5SP231,chr7_68723911_68724048
RNA5SP232,chr7_71913738_71913856
RNA5SP234,chr7_79654109_79654227
RNA5SP235,chr7_83017898_83018011
RNA5SP236,chr7_106781600_106781715
RNA5SP241,chr7_121083700_121083813
RNA5SP237,chr7_111953653_111953765
RNA5SP240,chr7_120981426_120981553
RNA5SP245,chr7_130027277_130027397
RNA5SP244,chr7_129756266_129756377
RNA5SP246,chr7_130602795_130602913
RNA5SP247,chr7_140370441_140370545
RNA5SP248,chr7_140386781_140386907
RNA5SP238,chr7_114613787_114613906
RNA5SP239,chr7_116944286_116944414
RNA5SP249,chr7_147849884_147849982
FDPSP2,chr7_76470162_76471058
RNA5SP230,chr7_44125752_44125873
RNA5SP233,chr7_74487428_74487540
RNA5SP242,chr7_128697439_128697556
RNA5SP243,chr7_128697710_128697744
CYCSP20,chr7_129117513_129117827
RNA5SP227,chr7_22298594_22298706
CASP2,chr7_143288215_143307696
RNA5SP229,chr7_33177740_33177838
USP27X,chrX_49879484_49882558
USP27X-DT,chrX_49876724_49879241
