source,target
NPM1P23,chr3_24091512_24098360
NPM1P17,chr3_137718774_137725543
NPM1P28,chr3_147585996_147592835
NPM1P29,chr3_149933997_149940799
NPM1P41,chr4_82005665_82014095
NPM1P27,chr5_93677838_93684667
NPM1,chr5_171382116_171412810
NPM1P38,chr6_100045372_100052236
NPM1P37,chr6_69700287_69707160
NPM1P10,chr6_104020540_104027763
NPM1P36,chr6_55934790_55941624
NPM1P51,chr6_41661906_41668649
NPM1P11,chr7_11252681_11259535
NPM1P18,chr7_36813959_36820690
NPM1P12,chr7_149329024_149335857
NPM1P14,chr7_112515488_112522670
NPM1P13,chr7_18943898_18950762
NPM1P9,chrX_14829476_14836319
NPM1P34,chrX_124275530_124282422
NPM1P49,chrX_47433736_47440774
NPM1P8,chrX_32200902_32207738
NPM1P6,chr8_61197350_61204220
NPM1P52,chr8_103011744_103018589
NPM1P21,chr8_56096199_56103267
NPM1P35,chr11_62325946_62332813
NPM1P50,chr11_75074265_75081131
NPM1P24,chr10_72912641_72919534
NPM1P26,chr10_96555185_96561922
NPM1P31,chr10_124862510_124869326
NPM1P25,chr10_96184366_96191219
NPM1P30,chr10_21105682_21114388
NPM1P7,chr12_9690384_9697227
NPM1P4,chr13_27691393_27698204
NPM1P22,chr13_67826876_67833827
NPM1P20,chr14_101838394_101845122
NPM1P43,chr15_73156779_73163928
NPM1P47,chr15_62077450_62084305
NPM1P5,chr15_92280841_92287678
NPM1P42,chr15_72894399_72901260
NPM1P3,chr16_5360797_5367688
NPM1P45,chr17_9847748_9854306
NPM1P1,chr18_41784162_41790395
NPM1P2,chr18_26199869_26206904
NPM1P19,chr20_38972711_38979422
NR0B1,chrX_30299206_30310390
NR0B2,chr1_26906489_26914975
NR1D1,chr17_40087793_40101589
NR1H2,chr19_50324653_50384388
NR1H3,chr11_47243300_47270033
NR1H4,chr12_100468708_100565414
NR1I2,chr3_119775484_119819487
NR1I3,chr1_161224666_161239244
NR2C2,chr3_14942584_15054600
NR2C2AP,chr19_19196409_19204414
NR2E3,chr15_71787638_71819259
NR2F1,chr5_93578222_93595611
NR2F1-AS1,chr5_93355779_93586649
NR2F2-AS1,chr15_96105040_96328361
NR2F2,chr15_96320938_96341263
NR2F6,chr19_17226883_17246919
NR3C1,chr5_143272931_143436512
NR3C2,chr4_148073762_148445698
NR4A1,chr12_52017832_52060507
NR4A1AS,chr12_52053459_52060503
NR4A2,chr2_156319437_156343348
NR4A3,chr9_99816855_99867891
NR5A1,chr9_124476236_124508420
NR5A2,chr1_200022614_200178420
NRF1,chr7_129606720_129758082
LONRF1,chr8_12716906_12757073
ZNRF1,chr16_74994024_75111994
CNRIP1,chr2_68279171_68321051
NRIP1,chr21_14956235_15066936
NRL,chr14_24073662_24116010
NUPR1,chr16_28527708_28540008
OLIG2,chr21_33020935_33030196
ONECUT1,chr15_52750053_52792078
ONECUT2,chr18_57430374_57492298
OTX1,chr2_63045057_63058836
OTX2P2,chr2_146472427_146479113
OTX2P1,chr9_75719222_75725575
OTX2,chr14_56794905_56817693
OTX2-AS1,chr14_56808183_57153177
PA2G4P4,chr3_156804551_156811732
PA2G4P5,chr6_112611703_112618880
PA2G4P1,chrX_120863611_120870807
PA2G4P6,chr9_89444558_89451754
PA2G4,chr12_56099537_56114910
PA2G4P3,chr18_27447514_27454657
PA2G4P2,chr20_12375056_12382255
PAWRP1,chr10_95178653_95185217
PAWR,chr12_79569979_79691964
PAX1,chr20_21700659_21719481
PAX2,chr10_100730396_100830944
PAX3,chr2_222194887_222299998
PAX4,chr7_127605292_127619142
PAX5,chr9_36828269_37035268
PAX6,chr11_31779779_31818961
PAX8-AS1,chr2_113206421_113277581
PAX8,chr2_113210997_113279921
PBX1-AS1,chr1_164764116_164775641
PBX1,chr1_164550584_164900296
PBX2P1,chr3_143171327_143178617
PBX2,chr6_32179733_32191202
PCBD1,chr10_70877280_70889565
PCGF2,chr17_38728898_38750817
PDCD11,chr10_103391626_103447294
PDX1,chr13_27915000_27927313
GPER1,chr7_1077208_1094815
CATSPER1,chr11_66011752_66027479
PER1,chr17_8135472_8157506
PER2,chr2_238239044_238291102
CATSPER2P1,chr15_43721918_43748094
CATSPER2,chr15_43623503_43669118
PGRMC2,chr4_128264237_128289829
PGRMC1,chrX_119231245_119245466
RPGR,chrX_38264163_38328544
PGR,chr11_101024624_101130813
PGR-AS1,chr11_101124077_101210591
RPGRIP1,chr14_21275083_21352301
RPGRIP1L,chr16_53593153_53704938
EPHB2,chr1_22705839_22922500
PHB2P1,chr10_109523119_109530008
PHB2,chr12_6960327_6971780
PHF10,chr6_169698902_169726566
PHF10P1,chrX_155287169_155294432
PHF8,chrX_53931676_54049958
PHOX2A,chr11_72234077_72246664
PHOX2B,chr4_41739082_41749725
PHOX2B-AS1,chr4_41743293_41825119
PIAS1,chr15_68049309_68199603
PIAS2,chr18_46798218_46921160
PIAS3,chr1_145843522_145860836
PIAS4,chr19_4002736_4040386
PIR,chrX_15379799_15494564
SPIRE2,chr16_89813179_89872319
PIRT,chr17_10817470_10839087
SPIRE1,chr18_12441512_12659134
PITX1,chr5_135022734_135035813
PITX2,chr4_110612423_110643123
PITX3,chr10_102225186_102242512
PKNOX1,chr21_42969510_43034931
PLAG1,chr8_56155909_56212324
PLAGL1,chr6_143935300_144065599
PLAGL2,chr20_32187504_32208743
PML,chr15_73989673_74048827
POLR1A,chr2_86015216_86107155
POU1F1,chr3_87254404_87277584
POU2AF1,chr11_111347255_111456630
POU2F1,chr1_167215876_167428345
POU2F1-DT,chr1_167214831_167221512
POU2F2,chr19_42081110_42197585
POU2F3,chr11_120231640_120320945
POU3F1,chr1_38038829_38047793
POU3F2,chr6_98829574_98840458
POU3F4,chrX_83503290_83513127
POU4F1,chr13_78593362_78604552
POU4F2,chr4_146633893_146643474
POU5F1P4,chr1_155428178_155435262
POU5F1P6,chr3_128669735_128678005
POU5F1P7,chr3_98114191_98120731
POU5F1,chr6_31159337_31181731
POU5F1B,chr8_127317183_127421066
POU5F1P2,chr8_102616509_102623331
POU5F1P5,chr10_68005205_68011862
POU5F1P3,chr12_8128772_8135849
PRDM16,chr1_3064168_3439621
PRDM16-DT,chr1_3054615_3069437
PRDM1,chr6_105988463_106110939
PRDM13,chr6_99601774_99616578
PRDM14,chr8_70046651_70072693
PRDM12,chr9_130659594_130683986
PRDM10,chr11_129894706_130003835
PRDM11,chr11_45090806_45236110
PRDM15,chr21_41793225_41880482
PRDM2,chr1_13695198_13826079
PREB,chr2_27125756_27135666
VPREB3,chr22_23747743_23755425
VPREB1,chr22_22239780_22246515
PROX1-AS1,chr1_213812751_213989508
PROX1,chr1_213978181_214042510
PTF1A,chr10_23187312_23195245
PTMA,chr2_231701895_231714551
PTMAP8,chr3_117021698_117028039
PTMAP2,chr5_118968796_118975122
PTMAP1,chr6_30628632_30634956
PTMAP10,chr7_138399195_138405523
PTMAP15,chr8_103554099_103560389
PTMAP11,chr9_96905076_96911405
PTMAP12,chr9_94342234_94348563
PTMAP9,chr12_12106163_12112489
PTMAP4,chr12_9234986_9241331
PTMAP5,chr13_81684911_81692072
PTMAP6,chr20_56695837_56702514
PTMAP3,chr20_18006955_18013284
PTTG1,chr5_160416855_160429739
PTTG1IP2,chr7_90464639_90514397
PTTG1IP,chr21_44844585_44874903
PURA,chr5_140102777_140126619
RAD51AP2,chr2_17505584_17519439
RAD51AP1P1,chr3_136894076_136901076
RAD51AP1,chr12_4533798_4561047
RAD51B,chr14_67814779_68731218
RAD51,chr15_40689774_40733340
RAD51-AS1,chr15_40681183_40696107
RAD51C,chr17_58687573_58736611
RAD51D,chr17_35087221_35122522
CRB1,chr1_197263204_197479455
GRB14,chr2_164487417_164622482
GABRB1,chr4_46988723_47427447
HLA-DRB1,chr6_32573769_32590848
GRB10,chr7_50585063_50794462
ZCRB1P1,chrX_71309912_71316879
RB1CC1,chr8_52617458_52746843
ADGRB1,chr8_142444430_142546009
ADRB1,chr10_114038866_114047904
PRB1,chr12_11346823_11396566
KLRB1,chr12_9589551_9608916
ZCRB1,chr12_42307086_42327257
RB1-DT,chr13_48291162_48304661
RB1,chr13_48298744_48600436
BDKRB1,chr14_96251210_96269967
TERB1,chr16_66749640_66802620
CTRB1,chr16_75213988_75227338
BMERB1,chr16_15429475_15626028
MSRB1,chr16_1933229_1944293
DYNLRB1,chr20_34511414_34541958
LILRB1-AS1,chr19_54630722_54639892
MSRB1P1,chr19_39249916_39256269
IL12RB1,chr19_18053995_18099944
LILRB1,chr19_54612158_54639022
URB1,chr21_32306018_32394012
URB1-AS1,chr21_32388130_32394960
RBBP7,chrX_16834283_16871362
RBL1,chr20_36991349_37096997
RBL2,chr16_53428977_53492648
RBMX2P3,chr1_119079998_119086954
RBMXL1,chr1_88974456_88993960
RBMXP4,chr4_109341326_109348459
RBMX2P5,chr5_80326573_80333541
RBMXP1,chr6_48208604_48215794
RBMX2P4,chr7_12917545_12923920
RBMXP5,chrX_65951289_65958196
RBMX2P2,chrX_141256119_141265213
RBMXL3,chrX_115184410_115193868
RBMX,chrX_136843004_136881764
RBMX2,chrX_130396987_130414656
RBMXP2,chr9_30684105_30691272
RBMXL2,chr11_7083998_7092148
RBMXP3,chr11_82800354_82807509
RBMX2P1,chr21_14824154_14830989
RBPJ,chr4_26158455_26436131
RBPJP6,chr9_42492704_42500134
RBPJP7,chr9_62596226_62603672
RBPJP2,chr9_66630754_66638197
RBPJP5,chr9_39734747_39742193
RBPJL,chr20_45301840_45318824
KIRREL1,chr1_157988273_158101262
KIRREL1-IT1,chr1_158020550_158032166
PRELP,chr1_203470806_203492352
REL,chr2_60876521_60932612
CRELD1,chr3_9928793_9946413
RELN,chr7_103466381_103990658
RELA,chr11_65648597_65664090
RELA-DT,chr11_65658006_65672716
RELT,chr11_73371399_73398474
KIRREL3,chr11_126418358_127004460
KIRREL3-AS1,chr11_126538947_126611948
KIRREL3-AS2,chr11_126935746_126946090
KIRREL3-AS3,chr11_126997910_127007058
RELCH,chr18_62182255_62311249
RELB,chr19_44996449_45039198
KIRREL2,chr19_35850861_35868136
CRELD2,chr22_49913167_49928540
IL17REL,chr22_49989513_50013659
REST,chr4_56902876_56967808
RFX1,chr19_13956530_14008039
RFX2,chr19_5988164_6200572
RFX3-AS1,chr9_3521723_3692814
RFX3,chr9_3213297_3527004
RFX5-AS1,chr1_151341967_151349027
RFX5,chr1_151335640_151348326
RFXANK,chr19_19187229_19202869
RFXAP,chr13_36814222_36830104
RORA-AS2,chr15_60676564_60688248
RORA-AS1,chr15_60474152_60631637
RORA,chr15_60483284_61230302
RORC,chr1_151801071_151832845
RREB1,chr6_7102597_7252980
RUNX1T1,chr8_91949967_92104286
RUNX1,chr21_34782801_36005667
RUNX2,chr6_45323157_45665349
RUNX2-AS1,chr6_45568346_45577770
RUNX3-AS1,chr1_24956345_24964097
RUNX3,chr1_24894511_24966121
RUVBL1-AS1,chr3_128070810_128080056
RUVBL1,chr3_128059778_128154914
RXRA,chr9_134312098_134441585
SALL3,chr18_78974818_79003677
SALL4P5,chr3_22984823_22992582
SALL4P6,chr3_42316005_42323695
SALL4P1,chr5_57417464_57425391
SALL4P2,chrX_129866309_129878567
SALL4P7,chr14_60488766_60497885
SALL4,chr20_51777331_51803521
SATB1,chr3_18340377_18446588
SATB1-AS1,chr3_18440024_18924280
SATB2-AS1,chr2_199452700_199477935
SATB2,chr2_199264500_199472266
SCAND1,chr20_35948617_35960472
SCD5,chr4_82624539_82799796
SEC14L2,chr22_30391941_30426303
SERTAD1,chr19_40416589_40426992
SETBP1-DT,chr18_44671927_44680717
SETBP1,chr18_44675173_45069510
TNFRSF18,chr1_1198508_1207592
TNFRSF14-AS1,chr1_2544920_2558031
SRSF10,chr1_23959347_23981927
TNFRSF1B,chr1_12161991_12210228
CSF1,chr1_109905242_109931992
SRSF11,chr1_70200682_70254052
USF1,chr1_161034251_161046977
TNFRSF14,chr1_2550639_2566382
TNFSF18,chr1_173034202_173051941
WASF1P1,chr2_108271812_108278942
RASSF1-AS1,chr3_50332511_50339300
IGSF11,chr3_118895557_119147068
IGSF11-AS1,chr3_118938073_118949241
TM4SF18,chr3_149313498_149335414
TM4SF1,chr3_149364022_149378692
TNFSF10,chr3_172500508_172524475
TM4SF19-AS1,chr3_196313330_196326570
TM4SF1-AS1,chr3_149372778_149387583
TM4SF19-DYNLT2B,chr3_196311082_196339373
TM4SF19,chr3_196314342_196339503
RASSF1,chr3_50324782_50341980
IGSF10,chr3_151420384_151462061
GRSF1,chr4_70810783_70840897
CSF1R,chr5_150048291_150114372
WASF1,chr6_110094819_110181004
SRSF12,chr6_89090959_89119071
HTATSF1P2,chr6_3018142_3024772
ASF1A,chr6_118889152_118910171
HTATSF1P1,chr6_33232799_33240690
CPSF1P2,chrX_49906620_49913362
HTATSF1,chrX_136492079_136513346
IGSF1,chrX_131268506_131579899
TNFRSF10A,chr8_23185452_23226102
TNFRSF10B,chr8_23015133_23070031
TNFRSF10D,chr8_23130588_23165027
TNFRSF11B,chr8_118918557_118952885
TNFRSF10A-AS1,chr8_23184279_23191675
TNFRSF10C,chr8_23097921_23118445
CPSF1,chr8_144388229_144410335
TNFSF15,chr9_114779652_114807039
RSF1-IT2,chr11_77712712_77719411
RSF1-IT1,chr11_77733680_77740568
SF1-DT,chr11_64773954_64780405
RASSF10-DT,chr11_12996090_13010159
RASSF10,chr11_13004316_13013119
SF1,chr11_64759606_64779786
RSF1,chr11_77655009_77821869
RESF1,chr12_31954370_31994107
GTSF1,chr12_54450950_54474602
TNFRSF1A,chr12_6323757_6343114
SRSF1P1,chr13_69403216_69409735
TNFSF11,chr13_42557736_42609013
TNFRSF19,chr13_23565370_23677104
TNFSF13B,chr13_108246240_108309484
TM9SF1,chr14_24184149_24196687
TM6SF1,chr15_83102572_83145854
TNFRSF17,chr16_11960210_11969068
TNFRSF12A,chr16_3013445_3023383
RUSF1,chr16_31484471_31510309
TNFSF12,chr17_7544058_7558890
TNFSF12-TNFSF13,chr17_7544099_7562601
TNFRSF13B,chr17_16924816_16973118
SRSF1,chr17_57995919_58008346
TNFSF13,chr17_7553292_7562608
TNFRSF11A,chr18_62320287_62392288
ENOSF1,chr18_665318_713662
SRSF10P1,chr18_51153282_51160383
GTSF1L,chr20_43721164_43728002
ESF1,chr20_13709322_13785919
TNFSF14,chr19_6656253_6671588
ASF1B,chr19_14114512_14137613
CPSF1P1,chr22_32264381_32274110
TNFRSF13C,chr22_41917032_41927806
USF1P1,chr21_33329571_33336096
SFPQ,chr1_35171378_35194145
SFPQP1,chrY_13078790_13096805
SHOX2,chr3_158090905_158107420
SHOX,chrX_619344_660411
SIM2,chr21_36694115_36750917
SIN3A,chr15_75364379_75456842
SIRT1,chr10_67879656_67919390
SIRT2,chr19_38873555_38900862
SIRT3,chr11_210030_237931
SIX1,chr14_60638421_60659259
SKI,chr1_2223319_2311213
SKINT1L,chr1_48091092_48183428
SKIL,chr3_170352678_170397835
SKIV2L,chr6_31954117_31970751
SKIDA1,chr10_21508475_21527368
GSKIP,chr14_96358452_96388288
CASKIN1,chr16_2172180_2197605
CASKIN2,chr17_75495261_75516537
SLA2,chr20_36607318_36647196
SLC2A4RG,chr20_63734776_63745050
SMAD1,chr4_145476194_145560176
SMAD1-AS2,chr4_145492073_145503971
SMAD1-AS1,chr4_145509615_145518118
SMAD2,chr18_47803957_47932146
SMAD3,chr15_67058763_67196173
SMAD4,chr18_51023394_51086045
SMAD7,chr18_48914853_48951965
SMG6,chr17_2054839_2304785
SMG6-IT1,chr17_2230713_2237086
SMURF2P1,chr17_30595796_30616980
SMURF2,chr17_64537282_64663307
SNAI1P1,chr2_209803804_209810580
SNAI1,chr20_49977980_49989886
SNAI2,chr8_48912598_48922740
SND1-IT1,chr7_127992597_128001077
SND1,chr7_127647194_128093609
TYSND1,chr10_70132981_70147700
SNIP1,chr1_37529449_37555293
SNW1,chr14_77712599_77762207
SOX10,chr22_37965686_37988422
SOX11,chr2_5687384_5702385
SOX17,chr8_54452935_54461892
SOX2,chr3_181706925_181715436
SOX2-OT,chr3_180984762_181837880
QSOX2,chr9_136201333_136246812
SOX21,chr13_94704622_94713545
SOX21-AS1,chr13_94698454_94804430
SOX4,chr6_21588751_21599619
SOX5P1,chr8_87783562_87790688
SOX5-AS1,chr12_24218233_24261056
SOX5,chr12_23524504_24563544
SOX6,chr11_15961449_16740591
SOX9,chr17_72116020_72127416
SOX9-AS1,chr17_72062099_72238203
USP1,chr1_62431297_62452804
OOSP1P1,chr1_44150028_44156301
FDPSP1,chr1_187558061_187565131
DUSP10,chr1_221696424_221743089
DISP1,chr1_222810022_223006995
RNA5SP19,chr1_228550793_228556901
RNA5SP162,chr1_228553296_228559339
DUSP12,chr1_161744758_161758238
RNA5SP18,chr1_228642912_228649032
LSP1P4,chr2_91612160_91660972
COPRSP1,chr2_140678360_140684888
DUSP19,chr2_183073559_183101008
SP100,chr2_230410942_230546606
RNA5SP100,chr2_91669857_91675966
RNA5SP101,chr2_96951708_96957815
RNA5SP102,chr2_124927915_124934020
RNA5SP103,chr2_128440081_128446198
RNA5SP104,chr2_134226195_134232312
RNA5SP106,chr2_147708455_147714554
RNA5SP107,chr2_154585407_154591528
RNA5SP108,chr2_161404554_161410670
RNA5SP105,chr2_137507098_137513210
RNA5SP113,chr2_182043822_182049905
RNA5SP114,chr2_188271732_188277844
RNA5SP117,chr2_208915547_208921664
RNA5SP118,chr2_209716913_209723021
RNA5SP120,chr2_216788489_216794600
RNA5SP116,chr2_208049161_208055258
RNA5SP119,chr2_211530653_211536769
RNA5SP122,chr2_241579968_241586075
RESP18,chr2_219322407_219334177
RNA5SP111,chr2_164890677_164896777
RNA5SP121,chr2_227758052_227764152
SP140,chr2_230198110_230314215
CSP1,chr2_63712122_63718899
DUSP11,chr2_73757184_73781157
CLASP1-AS1,chr2_121525422_121533705
USP12P2,chr2_148290656_148297679
CLASP1,chr2_121332776_121650476
RNA5SP112,chr2_177133699_177139797
CTDSP1,chr2_218393256_218406941
SP140L,chr2_230322184_230404732
SP110,chr2_230160186_230226729
RNA5SP109,chr2_162491936_162498051
RNA5SP110,chr2_164853432_164859546
RNA5SP115,chr2_200844038_200850144
CASP10,chr2_201177898_201230406
LSP1P5,chr2_89537842_89586652
CYCSP12,chr3_11873830_11880129
DUSP12P1,chr3_100216268_100224858
LSP1P2,chr3_75390188_75396320
RNA5SP125,chr3_25020007_25026126
RNA5SP124,chr3_14389648_14395757
RNA5SP126,chr3_25347284_25353392
RNA5SP127,chr3_31223715_31229847
RNA5SP128,chr3_33486983_33493098
RNA5SP129,chr3_37336649_37342766
RNA5SP132,chr3_51689465_51695582
RNA5SP135,chr3_68877967_68884091
RNA5SP134,chr3_63540440_63546535
RNA5SP131,chr3_50414781_50420899
RNA5SP137,chr3_125053304_125059438
RNA5SP139,chr3_127958608_127964724
RNA5SP142,chr3_137513134_137519255
RNA5SP144,chr3_144181905_144188020
RNA5SP151,chr3_183253300_183259416
RNA5SP147,chr3_176758233_176764341
RNA5SP150,chr3_181817872_181823990
RNA5SP146,chr3_157168918_157175040
RNA5SP148,chr3_178424197_178430290
RNA5SP141,chr3_134778436_134784555
CYCSP10,chr3_9995647_10001940
CYCSP11,chr3_10052973_10059287
RNA5SP133,chr3_56180104_56186222
RNA5SP130,chr3_49462115_49468228
RNA5SP123,chr3_12506095_12512213
RNA5SP138,chr3_126559565_126565678
USP19,chr3_49103046_49121938
RNA5SP136,chr3_72686705_72692811
MASP1,chr3_187212282_187292980
RNA5SP140,chr3_133705076_133711167
RNA5SP149,chr3_180156886_180162977
USP13,chr3_179648032_179805366
GORASP1,chr3_39091599_39108863
RNA5SP143,chr3_142586677_142592791
RNA5SP145,chr3_151183099_151189223
ZBTB8OSP1,chr4_150715981_150722478
RNA5SP152,chr4_8388015_8394124
RNA5SP155,chr4_10110756_10116884
RNA5SP154,chr4_9787751_9793861
RNA5SP156,chr4_11409051_11415160
RNA5SP157,chr4_19176814_19182856
RNA5SP158,chr4_38753791_38759892
RNA5SP160,chr4_40985154_40991273
RNA5SP159,chr4_39931753_39937855
RNA5SP163,chr4_71754518_71760616
RNA5SP164,chr4_93815171_93821280
RNA5SP166,chr4_148552947_148559048
RNA5SP167,chr4_149902560_149908675
RNA5SP165,chr4_147740303_147746417
RNA5SP168,chr4_150965671_150971782
RNA5SP169,chr4_151966497_151972613
RNA5SP170,chr4_166048187_166054287
RNA5SP172,chr4_177452111_177458228
RNA5SP171,chr4_166913364_166919478
RNA5SP173,chr4_178401695_178407830
RNA5SP175,chr4_190012696_190018814
RNA5SP174,chr4_190010138_190016255
USP17L10,chr4_9205657_9213249
USP17L11,chr4_9210405_9217997
USP17L12,chr4_9215152_9222744
USP17L13,chr4_9219896_9227488
USP17L17,chr4_9238879_9246471
USP17L18,chr4_9243630_9251222
USP17L23,chr4_9267364_9273914
USP17L5,chr4_9334403_9341995
USP17L27,chr4_9339148_9346740
USP17L28,chr4_9343893_9351485
USP17L29,chr4_9348638_9356230
USP17L30,chr4_9358129_9365721
RNA5SP153,chr4_9406178_9412253
USP17L20,chr4_9253124_9260716
USP17L21,chr4_9257872_9265464
USP17L22,chr4_9262619_9270211
USP17L24,chr4_9320165_9327757
USP17L25,chr4_9324911_9332503
USP17L26,chr4_9329658_9337250
USP17L14P,chr4_9224641_9232233
USP17L16P,chr4_9234130_9241722
USP17L19,chr4_9248378_9255970
USP17L9P,chr4_9353383_9360975
USP17L6P,chr4_9362874_9370070
USP17L15,chr4_9229385_9237046
GMPSP1,chr4_8169421_8175999
RNA5SP161,chr4_56092390_56098504
LSP1P3,chr5_28921816_28928023
BASP1,chr5_17060598_17277843
BASP1-AS1,chr5_17084296_17218047
AACSP1,chr5_178759861_178819435
DUSP1,chr5_172763096_172772195
RNA5SP177,chr5_9755907_9762013
RNA5SP176,chr5_7042227_7048336
RNA5SP179,chr5_16848994_16855114
RNA5SP178,chr5_16028229_16034356
RNA5SP180,chr5_17151971_17158071
RNA5SP185,chr5_56255333_56261446
RNA5SP182,chr5_51881688_51887769
RNA5SP183,chr5_55772469_55778587
RNA5SP184,chr5_56141739_56147846
RNA5SP186,chr5_76086708_76092801
RNA5SP187,chr5_88269258_88275376
RNA5SP188,chr5_102126007_102132135
RNA5SP189,chr5_105917994_105924108
RNA5SP191,chr5_130109409_130115510
RNA5SP193,chr5_136964200_136970306
RNA5SP192,chr5_132843577_132849696
RNA5SP197,chr5_151472459_151478577
RNA5SP194,chr5_139007329_139013441
RNA5SP195,chr5_139294852_139300968
USP12P1,chr5_171246866_171253982
RNA5SP198,chr5_151870566_151876692
RNA5SP196,chr5_146581099_146587200
RNA5SP181,chr5_36480343_36486440
RNA5SP199,chr5_155840437_155846528
RNA5SP190,chr5_119440716_119446833
KRASP1,chr6_54765583_54772134
CRISP1,chr6_49829257_49878096
CYCSP17,chr6_95499182_95505496
TYMSP1,chr6_96648274_96655142
CYCSP19,chr7_121393452_121399767
UFSP1,chr7_100883721_100890715
SBDSP1,chr7_72824425_72837701
USP12PX,chrX_90107650_90114706
USP11,chrX_47227866_47249328
IDSP1,chrX_149520001_149527043
SMSP1,chrX_47713002_47720099
GPRASP1,chrX_102646092_102660083
USP17L1,chr8_7327387_7334979
USP17L3,chr8_7971393_7978985
USP17L8,chr8_7966661_7974253
USP17L4,chr8_7332115_7339707
ASNSP1,chr8_46574213_46639886
USP17L7,chr8_12127417_12135099
USP17L2,chr8_12131435_12139849
PAICSP1,chr9_37873116_37880493
OOSP1,chr11_59933432_59958480
LSP1,chr11_1845904_1893267
CASP12,chr11_104880718_104899670
CASP1,chr11_105020443_105036250
CASP1P2,chr11_105058345_105072541
CASP1P1,chr11_105117661_105124339
RBISP1,chr10_13303145_13309447
DUSP13,chr10_75089432_75110221
USP15,chr12_62255338_62418431
SP1,chr12_53375176_53417446
DUSP16,chr12_12468282_12563863
USP12-AS2,chr13_27167259_27183998
LSP1P1,chr13_25012404_25018536
USP12-AS1,chr13_27157855_27170135
USP12,chr13_27061156_27172811
BASP1P1,chr13_22892341_22899005
CYCSP1,chr14_76628714_76635028
SPESP1,chr15_68813221_68947811
MESP1,chr15_89743661_89752310
CASP16P,chr16_3139015_3150963
USP10,chr16_84694986_84780922
DUSP14,chr17_37484891_37514501
NPEPPSP1,chr17_38190703_38258192
LASP1,chr17_38864859_38922770
UBE2SP1,chr17_15699232_15705900
OOSP1P2,chr17_32338528_32345124
USP14,chr18_153383_215629
BFSP1,chr20_17488905_17570220
TASP1,chr20_13384392_13639932
DUSP15,chr20_31842637_31871664
CASP14,chr19_15044480_15059293
USP12PY,chrY_3677805_3684868
STSP1,chrY_15542216_15594331
DUSP18,chr22_30647051_30668887
USP18,chr22_18145170_18178397
USP16,chr21_29019629_29055488
USP24,chr1_55061359_55216364
RNA5SP23,chr1_78370164_78376268
RNA5SP20,chr1_77609869_77615952
RNA5SP21,chr1_77774904_77780999
RNA5SP22,chr1_78089807_78095915
DUSP23,chr1_159775932_159783543
USP21,chr1_161154450_161166723
MASP2,chr1_11021523_11048239
USP21P2,chr2_76255755_76262661
DUSP2,chr2_96138169_96146440
USP21P1,chr2_224164664_224172537
GORASP2,chr2_170923464_170968130
ZBTB8OSP2,chr2_231428923_231435426
DUSP28,chr2_240555054_240566256
CSP2,chr3_107322830_107330197
BFSP2,chr3_133395056_133476222
BFSP2-AS1,chr3_133424269_133456776
CLASP2,chr3_33491245_33719356
UFSP2,chr4_185394537_185426979
RNA5SP200,chr5_173287517_173293619
RBISP2,chr5_37125430_37131700
CRISP2,chr6_49687358_49714590
RNA5SP202,chr6_4422963_4429081
RNA5SP204,chr6_17716786_17722903
RNA5SP205,chr6_19433283_19439418
RNA5SP207,chr6_41234520_41240626
RNA5SP208,chr6_67462231_67468308
RNA5SP209,chr6_75860239_75866335
RNA5SP210,chr6_81617200_81623319
RNA5SP212,chr6_108247401_108253507
RNA5SP215,chr6_120681621_120687742
RNA5SP216,chr6_125974812_125980934
RNA5SP218,chr6_134252035_134258143
RNA5SP225,chr6_153415438_153421572
RNA5SP224,chr6_153154220_153160345
RNA5SP222,chr6_146335420_146341524
RNA5SP221,chr6_143444809_143450911
RNA5SP201,chr6_3083686_3089809
RNA5SP203,chr6_10747791_10753926
RNA5SP211,chr6_106444381_106450497
RNA5SP213,chr6_114215681_114221786
RNA5SP219,chr6_136625243_136631355
RNA5SP226,chr6_165404562_165410676
RNA5SP206,chr6_32073508_32079628
RNA5SP214,chr6_117055682_117061799
RNA5SP220,chr6_140153591_140159694
RNA5SP217,chr6_127312883_127318973
RNA5SP223,chr6_152405275_152411394
DUSP22,chr6_286630_352355
RNA5SP228,chr7_24127705_24133837
RNA5SP231,chr7_68718911_68725048
RNA5SP232,chr7_71908738_71914856
RNA5SP234,chr7_79649109_79655227
RNA5SP235,chr7_83012898_83019011
RNA5SP236,chr7_106776600_106782715
RNA5SP241,chr7_121078700_121084813
RNA5SP237,chr7_111948653_111954765
RNA5SP240,chr7_120976426_120982553
RNA5SP245,chr7_130022277_130028397
RNA5SP244,chr7_129751266_129757377
RNA5SP246,chr7_130597795_130603913
RNA5SP247,chr7_140365441_140371545
RNA5SP248,chr7_140381781_140387907
RNA5SP238,chr7_114608787_114614906
RNA5SP239,chr7_116939286_116945414
RNA5SP249,chr7_147844884_147850982
FDPSP2,chr7_76465162_76472058
RNA5SP230,chr7_44120752_44126873
RNA5SP233,chr7_74482428_74488540
RNA5SP242,chr7_128692439_128698556
RNA5SP243,chr7_128692710_128698744
CYCSP20,chr7_129112513_129118827
RNA5SP227,chr7_22293594_22299706
CASP2,chr7_143283215_143308696
RNA5SP229,chr7_33172740_33178838
USP27X,chrX_49874484_49883558
USP27X-DT,chrX_49871724_49880241
